STATE/UT,DISTRICT,YEAR,MURDER,ATTEMPT TO MURDER,RAPE,KIDNAPPING & ABDUCTION,DACOITY,ROBBERY,THEFT,RIOTS,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,TOTAL IPC CRIMES
JHARKHAND,SIMDEGA,2001,49,2,17,12,13,27,14,5,2,1,0,1,1,0,0,0,247
JHARKHAND,TOTAL,2001,1507,866,567,441,636,647,3827,2018,554,23,165,2254,217,5,484,2,25447
KARNATAKA,BAGALKOT,2001,59,34,2,17,2,3,105,218,18,2,12,315,1,0,50,0,1710
KARNATAKA,BANGALORE COMMR.,2001,221,327,40,152,31,284,6293,298,1708,79,3,3735,40,51,229,0,27254
KARNATAKA,BANGALORE RURAL,2001,137,86,13,37,23,32,533,358,60,2,39,1097,30,0,123,0,5209
KARNATAKA,BELGAUM,2001,120,55,8,27,19,47,386,389,102,1,25,1002,4,0,125,0,5053
KARNATAKA,BELLARY,2001,58,41,16,14,5,20,303,260,19,1,13,709,5,0,49,0,3229
KARNATAKA,BIDAR,2001,48,58,7,19,7,36,202,163,33,0,21,1015,2,3,51,0,4371
KARNATAKA,BIJAPUR,2001,51,47,6,24,5,21,202,396,19,3,34,695,1,0,92,0,2941
KARNATAKA,CHAMARAJNAGAR,2001,19,18,4,5,1,9,133,107,10,1,25,480,7,0,15,0,1390
KARNATAKA,CHICKMAGALUR,2001,41,24,8,12,4,10,222,187,25,4,5,885,4,8,83,0,2766
KARNATAKA,CHITRADURGA,2001,31,22,18,4,8,20,145,269,22,1,8,717,2,0,35,0,2691
KARNATAKA,DAKSHIN KANNADA,2001,33,36,3,9,1,8,219,127,55,5,12,411,1,0,25,0,3047
KARNATAKA,DAVANAGERE,2001,58,39,22,23,5,26,332,297,46,3,1,684,8,5,77,0,3301
KARNATAKA,DHARWAD COMMR.,2001,16,24,4,8,5,34,245,168,56,0,7,191,2,0,24,0,1902
KARNATAKA,DHARWAD RURAL,2001,25,10,3,3,3,5,38,110,14,1,0,132,3,0,8,0,899
KARNATAKA,GADAG,2001,22,17,2,4,4,13,55,109,23,1,1,165,3,0,18,0,899
KARNATAKA,GULBARGA,2001,95,83,20,35,10,61,268,423,68,0,25,1148,6,1,104,0,4169
KARNATAKA,HASSAN,2001,64,69,20,17,5,23,268,210,17,0,0,1483,4,1,68,0,4039
KARNATAKA,HAVERI,2001,24,17,3,12,7,10,111,260,20,2,0,393,5,0,32,0,2211
KARNATAKA,K.G.F.,2001,20,22,1,12,4,6,108,73,12,1,0,256,4,0,20,0,906
KARNATAKA,KODAGU,2001,26,33,4,4,1,3,87,170,6,6,3,350,4,0,14,0,1301
KARNATAKA,KOLAR,2001,69,72,17,21,3,25,284,373,48,1,0,664,18,0,39,0,3230
KARNATAKA,KOPPAL,2001,23,33,6,12,3,8,120,166,21,1,5,279,5,1,23,0,1406
KARNATAKA,MANDYA,2001,67,47,15,9,2,28,328,280,30,2,0,1431,7,0,72,0,4807
KARNATAKA,MYSORE COMMR.,2001,32,34,2,11,0,32,326,67,52,1,0,360,9,1,48,0,1903
KARNATAKA,MYSORE RURAL,2001,53,58,12,14,0,0,200,212,15,2,0,1081,6,2,51,0,2900
KARNATAKA,RAICHUR,2001,33,38,12,11,4,13,150,261,94,1,15,602,1,4,52,0,2384
KARNATAKA,RAILWAYS,2001,12,0,1,1,3,11,331,16,2,4,0,17,1,0,0,0,583
KARNATAKA,SHIMOGA,2001,56,48,12,14,1,15,292,260,31,1,20,1148,6,0,134,0,4178
KARNATAKA,TUMKUR,2001,80,55,6,21,10,27,389,234,26,3,69,1099,28,0,44,0,4141
KARNATAKA,UDUPI,2001,16,14,2,2,1,12,112,107,15,1,5,304,0,2,16,0,1959
KARNATAKA,UTTAR KANNADA,2001,17,14,4,5,1,5,81,118,11,1,4,437,3,2,34,0,2319
KARNATAKA,TOTAL,2001,1626,1475,293,559,178,847,12868,6686,2678,131,352,23285,220,81,1755,0,109098
KERALA,ALAPUZHA,2001,22,32,21,8,2,18,195,419,152,9,35,1373,1,2,105,0,7319
KERALA,CBCID,2001,22,7,2,2,1,1,5,6,37,119,1,5,0,0,4,0,250
KERALA,ERNAKULAM,2001,44,67,38,20,25,80,1264,626,267,12,25,1756,3,3,161,0,14843
KERALA,IDUKKI,2001,33,30,34,0,3,16,254,301,78,0,10,1726,0,16,127,0,5421
KERALA,KANNUR,2001,26,58,42,12,1,18,213,831,183,8,6,1175,0,7,157,0,5888
KERALA,KASARGOD,2001,18,23,28,4,32,9,145,683,55,4,0,627,0,0,66,0,3116
KERALA,KOLLAM,2001,41,65,55,16,13,62,291,575,120,14,63,2398,3,0,315,0,9282
KERALA,KOTTAYAM,2001,34,26,22,18,2,54,373,347,252,8,17,1763,2,8,82,0,7082
KERALA,KOZHIKODE,2001,34,35,39,12,28,15,428,1127,302,6,391,1035,2,8,319,0,8394
KERALA,MALAPPURAM,2001,23,33,71,17,6,11,340,663,211,14,30,1119,3,3,448,0,7428
KERALA,PALAKKAD,2001,45,57,63,14,11,30,315,608,159,5,67,1629,5,10,215,0,6516
KERALA,PATHANAMTHITTA,2001,20,13,12,0,1,7,129,224,65,6,29,970,0,3,95,0,4100
KERALA,RAILWAYS,2001,0,0,1,0,0,2,197,39,1,0,0,9,0,0,0,0,289
KERALA,THRISSUR,2001,42,79,42,18,14,82,516,577,390,11,4,1329,2,16,198,0,10465
KERALA,TRIVANDRUM,2001,53,79,57,41,32,104,636,892,394,18,77,2436,6,2,210,0,11368
KERALA,WAYANADU,2001,15,11,35,1,5,8,140,190,90,5,13,479,0,3,59,0,2086
KERALA,TOTAL,2001,472,615,562,183,176,517,5441,8108,2756,239,768,19829,27,81,2561,0,103847
MADHYA PRADESH,BALAGHAT,2001,56,43,87,11,0,7,226,42,10,0,18,568,3,12,72,0,2925
MADHYA PRADESH,BARWANI,2001,41,30,34,2,2,18,237,35,5,1,10,795,5,9,18,0,2008
MADHYA PRADESH,BETUL,2001,56,48,95,19,0,18,246,9,15,0,16,521,7,4,71,0,2637
MADHYA PRADESH,BHIND,2001,63,97,31,47,3,28,283,99,28,1,17,851,34,2,54,0,3361
MADHYA PRADESH,BHOPAL,2001,61,109,106,55,8,99,1351,77,192,0,8,652,15,56,132,0,13708
MADHYA PRADESH,BHOPAL RLY.,2001,5,3,1,2,1,25,705,3,8,0,0,1,0,3,0,0,1036
MADHYA PRADESH,CHHATARPUR,2001,54,72,65,28,4,42,163,104,36,0,20,445,20,10,46,0,3361
MADHYA PRADESH,CHHINDWARA,2001,78,51,93,18,0,18,239,26,67,0,26,1085,10,32,109,0,3672
MADHYA PRADESH,DAMOH,2001,43,78,66,18,3,24,188,54,18,0,32,1042,28,0,58,0,2879
MADHYA PRADESH,DATIYA,2001,53,55,12,25,3,26,103,30,8,0,9,424,8,0,18,0,1866
MADHYA PRADESH,DEWAS,2001,50,112,78,20,10,67,677,119,22,0,39,508,15,80,96,0,5039
MADHYA PRADESH,DHAR,2001,89,99,68,22,6,35,651,48,25,0,28,635,41,21,88,0,4910
MADHYA PRADESH,DINDORI,2001,13,4,20,2,0,2,44,6,6,0,4,119,0,6,4,0,821
MADHYA PRADESH,GUNA,2001,71,72,124,17,9,50,350,171,27,0,35,1602,7,22,95,0,6001
MADHYA PRADESH,GWALIOR,2001,84,168,59,46,4,144,925,170,81,0,25,1084,20,8,49,0,6846
MADHYA PRADESH,HARDA,2001,14,12,28,2,1,3,74,23,9,0,8,109,9,0,27,0,746
MADHYA PRADESH,HOSHANGABAD,2001,53,57,65,16,0,31,286,33,25,0,13,479,9,6,31,0,2741
MADHYA PRADESH,INDORE,2001,111,133,84,50,5,112,2708,129,149,3,29,1306,25,63,161,0,13063
MADHYA PRADESH,INDORE RLY.,2001,6,4,2,0,0,7,193,2,5,0,0,14,0,1,0,0,353
MADHYA PRADESH,JABALPUR,2001,103,167,108,33,0,126,887,112,40,0,15,2024,28,50,81,0,8333
MADHYA PRADESH,JABALPUR RLY.,2001,3,0,0,0,0,15,221,1,2,0,0,14,1,0,0,0,359
MADHYA PRADESH,JHABUA,2001,124,119,44,83,5,20,269,74,10,0,45,634,5,4,24,0,3416
MADHYA PRADESH,KATNI,2001,51,37,25,9,0,29,239,33,26,0,8,816,11,12,59,0,2285
MADHYA PRADESH,KHANDWA,2001,41,46,63,14,5,11,290,64,44,0,9,84,11,15,49,0,3911
MADHYA PRADESH,KHARGON,2001,47,41,47,15,5,21,533,80,16,0,17,540,5,29,21,0,3499
MADHYA PRADESH,MANDLA,2001,35,13,64,9,2,11,116,18,29,0,15,444,4,19,46,0,2122
MADHYA PRADESH,MANDSAUR,2001,28,33,41,15,3,32,444,56,27,2,27,345,4,11,30,0,2616
MADHYA PRADESH,MORENA,2001,63,99,35,35,16,76,564,198,13,0,19,929,29,2,34,0,5229
MADHYA PRADESH,NARSINGHPUR,2001,38,49,70,7,1,11,149,32,10,0,24,832,22,16,40,0,2311
MADHYA PRADESH,NEEMUCH,2001,17,18,37,16,5,15,376,65,32,3,18,391,1,18,62,0,2208
MADHYA PRADESH,PANNA,2001,24,26,44,11,1,10,99,54,10,1,11,62,19,2,31,0,1921
MADHYA PRADESH,RAISEN,2001,39,79,79,11,5,27,187,59,7,1,18,460,20,31,50,0,3009
MADHYA PRADESH,RAJGARH,2001,42,68,95,12,4,35,218,161,13,0,51,538,7,26,49,0,3718
MADHYA PRADESH,RATLAM,2001,58,60,70,21,5,54,468,42,37,1,17,448,4,28,53,0,3342
MADHYA PRADESH,REWA,2001,53,54,31,26,6,67,410,149,23,0,31,445,18,2,56,0,4603
MADHYA PRADESH,SAGAR,2001,84,122,141,30,4,53,497,151,56,1,51,2669,29,0,142,0,7681
MADHYA PRADESH,SATNA,2001,49,48,58,16,3,52,495,87,12,0,34,822,19,6,65,0,4763
MADHYA PRADESH,SEONI,2001,40,25,52,3,1,6,161,49,19,0,7,344,10,23,25,0,2143
MADHYA PRADESH,SHAHDOL,2001,57,28,63,13,2,34,390,44,19,0,26,433,9,3,87,0,4162
MADHYA PRADESH,SHAJAPUR,2001,42,46,90,13,1,47,588,92,28,0,35,744,8,36,65,0,3663
MADHYA PRADESH,SHEOPUR,2001,24,30,21,18,4,10,94,38,8,0,4,321,6,0,14,0,1053
MADHYA PRADESH,SHIVPURI,2001,88,63,72,20,5,48,255,140,27,0,38,792,14,2,26,0,4321
MADHYA PRADESH,SIDHI,2001,36,21,42,33,9,15,346,33,25,2,23,561,27,2,66,0,3508
MADHYA PRADESH,SIHORE,2001,35,54,59,29,1,19,364,53,26,0,23,331,5,17,45,0,3389
MADHYA PRADESH,TIKAMGARH,2001,53,46,86,7,6,46,172,90,12,0,26,878,15,2,27,0,3078
MADHYA PRADESH,UJJAIN,2001,84,163,59,44,6,79,1387,133,64,3,38,744,7,33,109,0,7641
MADHYA PRADESH,UMARIYA,2001,19,12,25,3,2,19,127,30,16,0,12,130,2,5,21,0,1849
MADHYA PRADESH,VIDISHA,2001,47,56,112,10,0,20,268,77,26,0,35,880,13,22,56,0,3635
MADHYA PRADESH,TOTAL,2001,2425,2870,2851,956,166,1764,20263,3395,1413,19,1014,30895,609,751,2562,0,181741
MAHARASHTRA,AHMEDNAGAR,2001,97,41,44,37,20,104,715,266,59,7,44,575,0,2,496,0,4391
MAHARASHTRA,AKOLA,2001,64,41,15,15,9,41,735,99,59,16,48,836,2,7,189,0,4020
MAHARASHTRA,AMRAVATI COMMR.,2001,44,29,23,27,10,48,812,95,41,2,15,429,10,26,55,0,2837
MAHARASHTRA,AMRAVATI RURAL,2001,72,23,42,29,1,36,1031,112,31,1,23,884,4,38,92,0,3655
MAHARASHTRA,AURANGABAD COMMR.,2001,36,27,14,19,3,40,503,130,108,1,3,371,4,12,102,0,2351
MAHARASHTRA,AURANGABAD RURAL,2001,61,12,28,16,14,49,273,139,35,0,24,780,6,12,247,0,2708
MAHARASHTRA,BEED,2001,68,43,22,25,16,62,499,272,41,0,38,1012,2,15,177,0,3644
MAHARASHTRA,BHANDARA,2001,32,22,39,4,2,15,402,63,19,1,55,392,5,37,60,0,2252
MAHARASHTRA,BULDHANA,2001,49,32,22,22,11,27,749,246,46,0,69,753,35,21,223,0,3701
MAHARASHTRA,CHANDRAPUR,2001,49,26,43,10,8,36,572,110,35,1,39,538,2,28,144,0,3123
MAHARASHTRA,DHULE,2001,48,25,16,6,7,13,360,86,36,0,22,338,6,8,127,0,2040
MAHARASHTRA,GADCHIROLI,2001,47,24,27,7,11,15,124,28,12,0,51,246,0,17,57,0,1364
MAHARASHTRA,GONDIA,2001,41,17,23,17,4,13,326,20,30,2,20,328,4,22,80,0,2006
MAHARASHTRA,HINGOLI,2001,36,27,20,9,4,39,241,96,20,0,33,471,2,4,134,0,1841
MAHARASHTRA,JALGAON,2001,83,44,19,16,16,30,557,157,119,0,22,721,5,31,389,0,4014
MAHARASHTRA,JALNA,2001,43,24,16,12,13,46,345,120,38,0,38,675,5,7,172,0,2529
MAHARASHTRA,KOLHAPUR,2001,54,33,26,21,11,32,561,129,71,2,20,516,19,7,80,0,3162
MAHARASHTRA,LATUR,2001,42,17,7,22,3,31,281,211,45,2,28,992,38,7,150,0,3044
MAHARASHTRA,MUMBAI,2001,295,200,127,148,61,406,11564,196,1270,170,6,3845,18,44,198,0,28968
MAHARASHTRA,MUMBAI RLY.,2001,12,9,2,1,0,29,1756,13,34,0,0,30,0,0,0,0,2023
MAHARASHTRA,NAGPUR COMMR.,2001,112,70,39,64,14,171,2666,235,263,11,15,1078,7,56,218,0,9912
MAHARASHTRA,NAGPUR RLY.,2001,12,1,2,0,6,20,762,18,7,11,2,29,2,0,0,0,1056
MAHARASHTRA,NAGPUR RURAL,2001,101,56,81,23,7,58,1074,180,37,0,81,1050,3,294,141,0,5680
MAHARASHTRA,NANDED,2001,80,66,23,41,21,93,539,217,128,0,67,1480,21,22,202,0,5348
MAHARASHTRA,NANDURBAR,2001,44,20,16,6,4,5,132,80,13,0,4,240,2,1,78,0,1079
MAHARASHTRA,NASIK COMMR.,2001,25,14,9,14,7,16,529,139,61,0,19,245,3,2,99,0,2195
MAHARASHTRA,NASIK RURAL,2001,92,54,39,17,40,36,447,518,54,1,69,926,7,37,339,0,4880
MAHARASHTRA,NAVI MUMBAI,2001,34,18,17,19,15,62,893,80,148,6,3,354,5,5,57,0,3063
MAHARASHTRA,OSMANABAD,2001,48,13,16,8,8,29,349,101,34,0,26,903,2,6,102,0,2702
MAHARASHTRA,PARBHANI,2001,49,28,25,22,5,43,230,148,42,1,31,994,1,10,120,0,2475
MAHARASHTRA,PUNE COMMR.,2001,71,44,56,46,14,98,2508,903,347,5,16,1004,2,105,147,1,8936
MAHARASHTRA,PUNE RLY.,2001,4,1,0,0,1,4,302,3,3,0,0,10,0,0,0,0,386
MAHARASHTRA,PUNE RURAL,2001,119,41,42,24,23,70,635,150,46,1,28,517,5,11,165,0,4380
MAHARASHTRA,RAIGAD,2001,53,11,20,8,13,27,296,104,44,2,10,276,1,7,55,0,2218
MAHARASHTRA,RATNAGIRI,2001,17,5,10,8,3,14,256,69,20,1,17,232,0,19,62,0,1431
MAHARASHTRA,SANGLI,2001,85,24,32,18,8,27,515,128,55,0,47,566,12,22,96,0,2999
MAHARASHTRA,SATARA,2001,57,19,32,12,6,20,464,93,91,2,24,487,13,9,179,0,3465
MAHARASHTRA,SINDHUDURG,2001,14,4,7,2,1,4,106,17,13,1,11,171,0,13,8,0,821
MAHARASHTRA,SOLAPUR COMMR.,2001,30,14,16,15,7,32,306,70,49,3,3,230,6,4,62,0,1567
MAHARASHTRA,SOLAPUR RURAL,2001,101,30,35,23,19,29,365,162,30,4,29,637,6,12,90,0,3145
MAHARASHTRA,THANE COMMR.,2001,133,81,39,62,27,146,1774,223,477,7,4,1285,6,43,212,0,6616
MAHARASHTRA,THANE RURAL,2001,140,33,65,28,40,53,523,148,83,3,30,635,6,25,104,0,3780
MAHARASHTRA,WARDHA,2001,60,25,35,12,6,20,592,174,29,0,27,757,9,35,89,0,3443
MAHARASHTRA,WASHIM,2001,29,21,15,13,7,17,409,65,5,0,22,396,10,10,116,0,1826
MAHARASHTRA,YAVATMAL,2001,56,45,56,37,3,33,788,106,45,1,25,978,12,27,177,0,4157
MAHARASHTRA,TOTAL,2001,2839,1454,1302,985,529,2239,39866,6719,4273,265,1208,30212,308,1120,6090,1,171233
MANIPUR,BISHNUPUR,2001,29,25,1,3,3,2,11,11,3,1,7,21,0,0,1,0,226
MANIPUR,CHANDEL,2001,7,7,0,1,16,4,1,0,1,0,1,13,0,0,0,0,74
MANIPUR,CHURACHANDPUR,2001,35,21,1,0,0,0,12,0,3,3,3,3,0,0,0,0,132
MANIPUR,IMPHAL(EAST),2001,29,29,7,13,0,1,28,24,16,5,8,26,0,0,1,0,337
MANIPUR,IMPHAL(WEST),2001,44,42,7,48,1,2,121,83,25,9,27,75,0,0,3,0,1084
MANIPUR,SENAPATI,2001,27,10,0,6,0,1,9,2,1,1,2,1,0,0,0,0,176
MANIPUR,TAMENGLONG,2001,2,1,0,0,0,0,4,0,0,0,3,2,0,0,0,0,14
MANIPUR,THOUBAL,2001,32,32,4,22,0,6,20,11,17,1,13,56,0,0,0,0,403
MANIPUR,UKHRUL,2001,4,1,0,1,0,3,11,0,0,0,0,4,0,0,0,0,43
MANIPUR,TOTAL,2001,209,168,20,94,20,19,217,131,66,20,64,201,0,0,5,0,2489
MEGHALAYA,GARO HILLS EAST,2001,16,9,2,5,7,14,16,1,1,0,1,12,0,0,0,0,134
MEGHALAYA,GARO HILLS SOUTH,2001,6,3,1,2,3,4,8,1,0,0,0,2,0,0,1,0,49
MEGHALAYA,GARO HILLS WEST,2001,19,3,5,14,9,4,30,3,4,1,3,24,0,0,0,0,235
MEGHALAYA,JAINTIA HILLS,2001,35,3,7,6,17,7,30,1,2,0,2,21,0,0,0,0,214
MEGHALAYA,KHASI HILLS EAST,2001,50,25,5,20,27,68,142,2,18,2,19,30,0,0,3,0,754
MEGHALAYA,KHASI HILLS WEST,2001,16,2,4,0,19,16,23,0,1,0,0,3,0,0,0,0,125
MEGHALAYA,RI-BHOI,2001,22,2,2,8,15,12,22,0,3,0,1,10,0,0,0,0,176
MEGHALAYA,TOTAL,2001,164,47,26,55,97,125,271,8,29,3,26,102,0,0,4,0,1687
MIZORAM,AIZAWL,2001,12,6,26,0,0,8,562,1,45,6,16,39,0,0,1,0,1126
MIZORAM,CHAMPHAI,2001,2,1,7,1,0,0,51,0,8,2,1,15,0,0,0,0,203
MIZORAM,KOLASIB,2001,3,1,6,0,0,0,83,1,5,1,6,11,0,0,0,0,216
MIZORAM,LAWNGTLAI,2001,2,0,2,0,1,0,25,0,2,0,1,5,0,0,0,0,160
MIZORAM,LUNGLEI,2001,5,4,3,0,1,0,120,0,5,0,0,5,0,0,0,0,229
MIZORAM,MAMIT,2001,4,0,0,0,1,13,12,1,0,3,0,2,0,0,15,2,74
MIZORAM,SAIHA,2001,2,2,3,0,0,1,0,0,6,0,0,9,0,0,0,0,182
MIZORAM,SERCHHIP,2001,1,1,5,1,0,1,25,0,0,0,0,8,0,0,0,1,56
MIZORAM,TOTAL,2001,31,15,52,2,3,23,878,3,71,12,24,94,0,0,16,3,2246
NAGALAND,DIMAPUR,2001,36,5,4,13,4,89,114,0,7,0,0,10,0,0,0,0,464
NAGALAND,KIPHIRE,2001,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,18
NAGALAND,KOHIMA,2001,25,16,6,3,2,19,66,0,16,2,0,6,0,0,0,0,335
NAGALAND,MOKOKCHUNG,2001,12,2,1,1,1,5,12,0,3,0,1,5,0,0,0,0,93
NAGALAND,MON,2001,3,3,2,2,1,5,6,0,2,0,0,6,0,0,0,0,57
NAGALAND,PEREN,2001,0,2,0,0,0,1,4,0,1,0,0,0,0,0,0,0,28
NAGALAND,PHEK,2001,7,4,1,2,2,2,7,0,0,0,0,5,0,0,0,0,51
NAGALAND,TUENSANG,2001,1,3,0,0,1,2,5,0,2,0,0,0,0,0,0,0,41
NAGALAND,WOKHA,2001,12,3,1,2,0,3,28,2,1,0,0,5,0,0,0,0,93
NAGALAND,ZUNHEBOTO,2001,4,1,2,0,0,3,11,0,2,0,0,0,0,0,0,0,54
NAGALAND,TOTAL,2001,101,39,17,23,11,129,258,2,34,2,1,37,0,0,0,0,1234
ODISHA,ANGUL,2001,39,27,33,5,3,19,175,62,26,0,22,127,8,0,53,0,1461
ODISHA,BALASORE,2001,17,10,58,37,12,43,164,76,27,0,26,173,36,9,68,0,2341
ODISHA,BARAGARH,2001,23,36,19,8,0,25,146,80,16,0,12,38,0,2,30,0,1244
ODISHA,BERHAMPUR,2001,23,52,10,13,7,54,143,41,19,1,14,235,4,6,29,0,1270
ODISHA,BHADRAK,2001,27,10,35,20,2,16,93,53,11,0,10,36,23,5,79,0,1354
ODISHA,BOLANGIR,2001,32,10,19,16,3,20,112,51,38,0,10,223,4,11,61,0,1323
ODISHA,BOUDH,2001,9,6,6,5,0,5,39,24,4,0,20,35,1,3,6,0,415
ODISHA,CUTTACK,2001,35,143,34,43,21,121,738,33,105,1,28,0,39,1,125,0,4258
ODISHA,DEOGARH,2001,16,2,8,4,3,7,22,17,2,0,2,160,2,0,8,0,363
ODISHA,DHENKANAL,2001,25,30,15,14,2,26,84,55,18,0,20,54,14,5,31,0,1156
ODISHA,GAJAPATI,2001,19,7,10,5,2,1,40,16,13,0,5,16,1,2,7,0,433
ODISHA,GANJAM,2001,58,92,22,14,8,31,124,64,14,0,30,170,1,6,9,0,1790
ODISHA,JAGATSINGHPUR,2001,26,21,12,21,9,31,136,23,7,0,8,115,16,2,30,0,1314
ODISHA,JAJPUR,2001,21,16,24,14,2,30,129,21,9,0,8,223,16,3,42,0,1522
ODISHA,JHARSUGUDA,2001,15,29,12,5,4,12,81,6,11,0,4,45,4,1,13,0,750
ODISHA,KALAHANDI,2001,29,34,30,17,1,34,75,91,12,0,3,95,0,5,9,0,1269
ODISHA,KANDHAMAL,2001,24,10,34,25,2,19,115,44,8,1,14,368,4,15,29,0,1000
ODISHA,KENDRAPARA,2001,24,36,11,15,4,21,78,16,10,2,12,37,24,176,57,0,1057
ODISHA,KEONJHAR,2001,62,31,38,19,4,16,154,55,17,1,24,44,4,16,41,0,1922
ODISHA,KHURDA,2001,46,85,65,39,24,151,953,86,126,0,31,1248,11,9,171,0,5076
ODISHA,KORAPUT,2001,39,30,38,13,4,16,153,64,31,1,8,82,7,124,132,0,1563
ODISHA,MALKANGIR,2001,36,27,14,6,10,8,42,23,6,1,5,70,0,0,12,0,496
ODISHA,MAYURBHANJ,2001,74,45,77,31,16,39,199,44,22,0,19,18,19,0,74,0,2029
ODISHA,NAYAGARH,2001,26,43,17,23,3,19,60,37,9,1,15,71,14,3,9,0,852
ODISHA,NOWRANGPUR,2001,19,22,13,11,13,14,83,74,3,0,24,27,0,7,13,0,687
ODISHA,NUAPADA,2001,13,2,9,4,0,11,44,22,5,0,4,12,0,5,17,0,466
ODISHA,PURI,2001,25,96,41,32,11,33,236,38,24,0,19,88,29,0,32,0,2202
ODISHA,RAYAGADA,2001,35,17,9,6,4,3,64,64,11,0,9,14,1,2,26,0,850
ODISHA,ROURKELA,2001,20,22,12,6,7,21,209,11,21,0,2,61,2,13,17,0,1213
ODISHA,SAMBALPUR,2001,39,90,18,13,9,50,303,56,25,0,7,94,0,9,18,0,2159
ODISHA,SONEPUR,2001,9,20,8,4,0,6,35,17,9,0,3,27,6,4,11,0,444
ODISHA,SRP(CUTTACK),2001,3,3,1,5,2,8,287,1,2,0,0,24,0,4,0,0,461
ODISHA,SRP(ROURKELA),2001,7,1,2,3,2,10,135,7,1,1,0,6,0,0,0,0,269
ODISHA,SUNDARGARH,2001,72,46,36,26,5,38,171,54,19,0,5,331,4,10,7,0,1652
ODISHA,TOTAL,2001,987,1151,790,522,199,958,5622,1426,681,10,423,4367,294,458,1266,0,46661
PUNJAB,AMRITSAR,2001,36,43,9,34,0,6,141,0,121,2,6,170,7,0,77,0,1244
PUNJAB,BARNALA,2001,15,29,12,16,0,0,39,0,48,0,5,71,6,0,24,0,501
PUNJAB,BATALA,2001,18,24,8,6,1,2,26,0,44,0,1,99,6,0,19,0,393
PUNJAB,BHATINDA,2001,25,38,13,15,2,1,94,0,164,0,0,242,4,0,57,0,1080
PUNJAB,FARIDKOT,2001,12,7,6,11,3,1,56,0,46,0,6,133,4,0,20,0,463
PUNJAB,FATEHGARH SAHIB,2001,16,23,11,12,0,5,62,0,44,0,2,96,4,1,7,0,671
PUNJAB,FEROZEPUR,2001,50,53,22,12,0,5,115,0,87,1,5,335,11,0,22,0,1110
PUNJAB,G.R.P,2001,10,0,0,0,0,3,41,0,81,24,0,4,3,0,0,0,482
PUNJAB,GURDASPUR,2001,22,20,12,17,1,4,38,0,31,1,1,93,6,0,21,0,580
PUNJAB,HOSHIARPUR,2001,47,30,19,20,7,10,119,0,120,0,7,257,12,0,46,0,1237
PUNJAB,JAGRAON,2001,27,33,19,19,1,5,90,0,29,1,2,105,7,2,27,0,633
PUNJAB,JALANDHAR,2001,74,72,21,70,1,6,290,0,271,9,10,326,17,2,104,0,2461
PUNJAB,KAPURTHALA,2001,20,24,8,17,2,5,64,0,140,2,2,88,2,0,34,0,755
PUNJAB,KHANNA,2001,17,17,6,4,1,6,44,1,36,3,2,76,4,0,15,0,486
PUNJAB,LUDHIANA,2001,74,68,38,88,6,23,624,0,437,5,3,258,11,13,249,0,3785
PUNJAB,MAJITHA,2001,26,25,9,10,0,1,31,0,37,0,0,106,9,0,20,0,500
PUNJAB,MANSA,2001,25,21,6,5,1,0,42,0,36,0,2,133,2,0,3,0,425
PUNJAB,MOGA,2001,23,32,11,14,7,6,64,0,49,0,0,238,6,2,25,0,754
PUNJAB,MUKTSAR,2001,19,27,3,3,1,1,49,0,36,0,0,102,1,0,16,0,432
PUNJAB,NAWAN SHAHR,2001,17,19,11,13,2,5,57,0,80,0,0,155,4,0,14,0,612
PUNJAB,PATIALA,2001,56,74,23,60,2,16,583,0,404,3,0,431,10,19,232,0,5973
PUNJAB,ROPAR,2001,26,19,6,24,0,1,129,0,111,0,5,132,5,4,33,0,1278
PUNJAB,SANGRUR,2001,46,45,15,28,4,13,157,0,111,4,4,222,10,4,36,0,1285
PUNJAB,TARN TARAN,2001,37,46,10,15,3,6,68,0,58,3,0,124,8,0,27,0,634
PUNJAB,TOTAL,2001,738,789,298,513,45,131,3023,1,2621,58,63,3996,159,47,1128,0,27774
RAJASTHAN,AJMER,2001,39,47,16,133,8,46,748,112,314,1,27,136,12,0,236,0,6618
RAJASTHAN,ALWAR,2001,85,83,34,119,1,52,964,445,363,6,44,2007,43,0,235,0,7023
RAJASTHAN,BANSWARA,2001,40,24,90,61,4,23,118,427,54,0,51,1452,10,1,151,0,3508
RAJASTHAN,BARAN,2001,36,95,81,96,0,32,365,167,102,1,47,288,3,5,124,0,4333
RAJASTHAN,BARMER,2001,11,26,13,21,0,12,185,67,62,2,21,825,13,0,45,0,2369
RAJASTHAN,BHARATPUR,2001,75,98,48,126,3,41,808,445,304,2,59,1166,24,0,209,0,7291
RAJASTHAN,BHILWARA,2001,34,54,42,223,2,49,787,257,354,2,37,491,5,3,312,0,6335
RAJASTHAN,BIKANER,2001,21,101,35,36,1,4,431,108,195,1,26,961,13,0,153,0,3952
RAJASTHAN,BUNDI,2001,33,72,36,120,4,33,391,229,106,0,39,1067,2,6,157,0,4078
RAJASTHAN,CHITTORGARH,2001,41,59,67,206,5,47,730,507,283,4,59,2521,7,5,384,0,7062
